function_name,signature,filename,line_number,full_name,index
xPortIsAuthorizedToAccessBuffer,"BaseType_t(void*,uint32_t,uint32_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/port.c,-1,prvGetMPURegionSizeSetting,112
vPortValidateInterruptPriority,void(void),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/port.c,-1,xIsPrivileged,113
vPortGrantAccessToKernelObject,"void(TaskHandle_t,int32_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/port.c,-1,vResetPrivilege,114
vPortRevokeAccessToKernelObject,"void(TaskHandle_t,int32_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/port.c,-1,vPortSwitchToUserMode,115
xPortIsAuthorizedToAccessKernelObject,BaseType_t(int32_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/port.c,-1,vPortStoreTaskMPUSettings,116
MPU_GetFreeIndexInKernelObjectPool,int32_t(void),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/port.c,-1,xPortIsAuthorizedToAccessBuffer,117
MPU_SetIndexFreeInKernelObjectPool,void(int32_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/port.c,-1,vPortValidateInterruptPriority,118
MPU_GetIndexForHandle,"int32_t(OpaqueObjectHandle_t,uint32_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/port.c,-1,vPortGrantAccessToKernelObject,119
MPU_StoreHandleAndDataAtIndex,"void(int32_t,OpaqueObjectHandle_t,void*,uint32_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/port.c,-1,vPortRevokeAccessToKernelObject,120
MPU_GetHandleAtIndex,"OpaqueObjectHandle_t(int32_t,uint32_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/port.c,-1,xPortIsAuthorizedToAccessKernelObject,121
vGrantAccessToKernelObject,"void(TaskHandle_t,int32_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,-1,/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c:<global>,122
